         16595716 function calls (16555956 primitive calls) in 4.772 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/api/extensions/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/importlib/resources/readers.py:64(MultiplexedPath)
        9    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/ma/core.py:1411(getmask)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_differentialevolution.py:507(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/scanner.py:424(fetch_flow_sequence_start)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/tempfile.py:865(TemporaryDirectory)
       26    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/pythonapi.py:29(register)
       77    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/parser.py:72(Parser)
       19    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/util/_decorators.py:266(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/codegen.py:641(CPUCodeLibrary)
       33    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/dataclasses.py:351(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/polynomial/laguerre.py:1632(Laguerre)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/config.py:493(num_threads_default)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/constructor.py:180(flatten_mapping)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/ffi.py:285(__str__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/lib/_array_utils_impl.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/re/_parser.py:1013(addgroup)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/types.py:285(__new)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/_lil.py:20(_lil_base)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/_matrix.py:1(spmatrix)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/values.py:1023(ArgumentAttributes)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/constructor.py:19(BaseConstructor)
        6    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:816(matches)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/managers.py:922(BlockManager)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/_csr.py:18(_csr_base)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1514(dtype_is_implied)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:3121(_one)
       44    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/compiler_machinery.py:417(register)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:940(Round)
       78    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/algorithms.py:1131(take)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/lowering.py:352(Lower)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/linalg/_isolve/lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:1157(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:3635(_pdf_formula)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/integrate/_lebedev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/scanner.py:371(fetch_stream_end)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/__init__.py:24(extract_version)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1364(__init__)
       17    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/_exceptions.py:108(_ArrayMemoryError)
       39    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexes/base.py:981(dtype)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/pytables.py:2873(GenericFixed)
       42    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/_compat_pickle.py:164(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/typeof.py:128(_typeof_int)
       13    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/dtypes/common.py:1409(_get_dtype)
        5    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/types.py:124(__new__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/builder.py:135(wrap)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/formats/info.py:359(_BaseInfo)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_new_distributions.py:55(_pdf_formula)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/groupby/grouper.py:488(Grouping)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_multivariate.py:5334(random_table_gen)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_elementwise_iterative_method.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/spatial/distance.py:1796(MetricInfo)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/computation/expr.py:128(_compose)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/csv.py:145(DictReader)
       32    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/lib/_arraypad_impl.py:119(<genexpr>)
       22    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/_ufunc_config.py:436(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/stata.py:2254(StataWriter)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_finite_differences.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:1657(rv_continuous)
       13    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/construction.py:196(mgr_to_mgr)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/importlib/metadata/__init__.py:691(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/testing/overrides.py:1(<module>)
       57    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/ffi.py:242(OutputString)
       19    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/datetimes.py:126(_field_accessor)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_trustregion_exact.py:185(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/builder.py:17(wrap)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/pydoc.py:1255(TextDoc)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/computation/ops.py:75(Term)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_array_api.py:659(_XPSphinxCapability)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/_arrow_string_mixins.py:35(ArrowStringArrayMixin)
        3    0.000    0.000    0.000    0.000 /home/gavin/Documents/MAY/june_zero/may/geography/venue_manager.py:237(get_venue_types)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/urllib/parse.py:152(_NetlocResultMixinBase)
       16    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:553(__repr__)
       11    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/unittest/case.py:405(__init_subclass__)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:2461(_pdf_dispatch)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/ipaddress.py:1497(IPv4Network)
        8    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/json/_json.py:818(JsonReader)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/base.py:101(PandasObject)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_pep440.py:45(Infinity)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:2331(_median_dispatch)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:2342(_median_icdf)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/linalg/_isolve/utils.py:1(<module>)
       92    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/accessor.py:141(<lambda>)
       52    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/_strptime.py:45(_fixmonths)
       14    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/reader.py:138(check_printable)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/blocks.py:2069(EABackedBlock)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/uuid.py:88(UUID)
        2    0.000    0.000    0.000    0.000 /home/gavin/Documents/MAY/june_zero/may/geography/geographical_unit.py:71(__repr__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/random.py:103(Random)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/dispatcher.py:746(Dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/window/rolling.py:120(BaseWindow)
        5    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/errors.py:349(termcolor)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/sysconfig/__init__.py:337(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_bracket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/qmc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_covariance.py:11(Covariance)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:1847(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/abstract.py:378(ArrayCompatible)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/_weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_trustregion_constr/qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       13    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/parsers/readers.py:2365(_validate_skipfooter)
